MAT_ALU;DAT_ENTRADA;COD_CURSO;COTISTA;NOME
8313;06/01/2019;5;N;Juliana Peixoto
8314;23/01/2019;1;S;Caroline Aragão
8315;16/01/2019;6;N;Nicole Peixoto
8316;13/01/2019;4;S;Pedro Henrique Moura
8317;18/01/2019;2;S;Murilo Silveira
8318;21/01/2019;4;S;Daniela Araújo
8319;23/01/2019;5;S;Antônio Lima
8320;25/01/2019;5;N;Lucas da Conceição
8321;29/01/2019;3;S;Ana Julia Dias
8322;18/01/2019;5;S;Otávio da Cruz
8323;21/01/2019;5;S;Clara Ramos
8324;16/01/2019;2;S;Catarina Rodrigues
8325;27/01/2019;5;N;Anthony Costa
8326;01/01/2019;2;N;Dra. Ana Clara Fernandes
8327;12/01/2019;2;N;Alexandre Ramos
8328;16/01/2019;2;S;Maysa Pereira
8329;20/01/2019;2;N;Daniel Nascimento
8330;01/01/2019;6;S;Juan Caldeira
8331;28/01/2019;4;S;Evelyn Novaes
8332;01/01/2019;4;S;Natália Rezende
8333;07/01/2019;6;N;Levi Duarte
8334;23/01/2019;2;S;Isis Farias
8335;15/01/2019;5;N;Lorena Lima
8336;03/01/2019;6;N;Vitor Hugo Ferreira
8337;07/01/2019;1;S;Enrico Silva
8338;27/01/2019;1;N;Mirella Correia
8339;09/01/2019;1;N;Vitória Mendes
8340;09/01/2019;6;S;João Felipe Barbosa
8341;14/01/2019;6;N;Lorenzo Costela
8342;15/01/2019;1;S;Alícia Gomes
8343;12/01/2019;2;S;Nathan Cardoso
8344;15/01/2019;4;N;Ryan Cardoso
8345;25/01/2019;6;S;Lara Moura
8346;03/01/2019;4;N;Davi Luiz Freitas
8347;04/01/2019;1;S;Agatha Silva
8348;24/01/2019;3;N;Lorena Souza
8349;20/01/2019;5;N;Francisco da Rocha
8350;15/01/2019;1;N;Nina Rocha
8351;02/01/2019;2;S;Brenda Campos
8352;04/01/2019;3;S;Thiago da Mota
8353;07/01/2019;4;N;Carolina Teixeira
8354;22/01/2019;1;N;Milena Azevedo
8355;08/01/2019;6;N;Marcos Vinicius Oliveira
8356;05/01/2019;4;S;Raquel Aragão
8357;15/01/2019;4;N;Daniel Fogaça
8358;26/01/2019;1;N;Rebeca Monteiro
8359;06/01/2019;1;S;Maria Vitória Vieira
8360;11/01/2019;5;S;Gustavo Monteiro
8361;18/01/2019;1;S;Otávio Jesus
8362;09/01/2019;4;N;Davi Lucas Lopes
8363;02/01/2019;1;S;Laura Nogueira
8364;25/01/2019;6;N;Carolina Nunes
8365;21/01/2019;3;N;Paulo Cavalcanti
8366;28/01/2019;5;S;Rafael da Costa
8367;02/01/2019;1;S;Valentina Pinto
8368;18/01/2019;6;N;Giovanna Oliveira
8369;07/01/2019;6;S;Olivia Teixeira
8370;17/01/2019;5;S;Renan Oliveira
8371;09/01/2019;4;S;Alexia Pereira
8372;05/01/2019;5;S;Felipe Porto
8373;30/01/2019;3;S;Anthony Barros
8374;26/01/2019;4;N;Maria Julia Nogueira
8375;18/01/2019;1;N;Caio Caldeira
8376;10/01/2019;2;N;Theo Pereira
8377;13/01/2019;2;N;Evelyn Cardoso
8378;31/01/2019;4;S;Letícia Pinto
8379;08/01/2019;3;S;Maria Luiza da Luz
8380;22/01/2019;3;N;Julia Aragão
8381;08/01/2019;4;S;Ana Clara Fernandes
8382;10/01/2019;1;S;Carolina Araújo
8383;18/01/2019;4;N;Olivia da Rosa
8384;26/01/2019;5;S;Bruno Cavalcanti
8385;05/01/2019;6;N;Maysa Almeida
8386;04/01/2019;5;S;Joana Pinto
8387;10/01/2019;4;N;Ana Vitória da Rosa
8388;11/01/2019;4;N;Marcelo Mendes
8389;18/01/2019;4;N;Emilly Vieira
8390;06/01/2019;2;S;Luigi da Rosa
8391;23/01/2019;5;N;Vinicius da Conceição
8392;11/01/2019;4;S;Isaac Araújo
8393;22/01/2019;3;N;Vicente Teixeira
8394;18/01/2019;5;N;Clarice Barbosa
8395;19/01/2019;2;N;Cecília Moreira
8396;02/01/2019;5;S;Mariane da Cunha
8397;12/01/2019;6;S;Henrique Rocha
8398;29/01/2019;5;S;Raul Ferreira
8399;08/01/2019;1;N;Lara da Paz
8400;09/01/2019;6;S;Stephany Silveira
8401;16/01/2019;4;N;Dr. Diogo Nunes
8402;19/01/2019;5;N;Yuri Pereira
8403;23/01/2019;6;N;Vitória Mendes
8404;05/01/2019;6;S;Kevin Silva
8405;02/01/2019;5;S;Gustavo da Conceição
8406;14/01/2019;3;S;Dr. Heitor Silva
8407;23/01/2019;2;N;Lara da Mata
8408;15/01/2019;6;N;Maitê da Luz
8409;14/01/2019;2;S;Enzo Gabriel da Costa
8410;05/01/2019;4;S;Samuel Viana
8411;01/01/2019;5;S;Diogo Souza
8412;22/01/2019;4;S;Enrico da Mata
8413;01/01/2019;1;S;Erick Campos
8414;10/01/2019;3;N;Kaique Cardoso
8415;17/01/2019;2;N;Yasmin Carvalho
8416;29/01/2019;6;S;Esther Nunes
8417;29/01/2019;4;S;Yasmin Cardoso
8418;02/01/2019;6;S;Lara Aragão
8419;10/01/2019;6;N;Leandro da Costa
8420;16/01/2019;2;N;Ana Lívia da Mota
8421;27/01/2019;6;N;Anthony Viana
8422;08/01/2019;5;N;Dr. Juan Gonçalves
8423;13/01/2019;1;S;Francisco Silveira
8424;05/01/2019;2;S;Isis Pires
8425;16/01/2019;1;N;Enrico Porto
8426;15/01/2019;2;N;Ana Laura Peixoto
8427;16/01/2019;4;N;João Lucas Rocha
8428;08/01/2019;1;N;Davi Vieira
8429;22/01/2019;3;S;Rafaela Melo
8430;10/01/2019;2;N;Dra. Rafaela Costa
8431;09/01/2019;2;N;Enrico Novaes
8432;08/01/2019;3;S;Sabrina da Mata
8433;02/01/2019;2;N;Isabel da Rocha
8434;27/01/2019;5;S;João Gabriel Teixeira
8435;13/01/2019;3;S;Evelyn Costa
8436;28/01/2019;4;S;Lucas Teixeira
8437;27/01/2019;6;N;Maria Vitória Lopes
8438;27/01/2019;3;S;Eduarda Ribeiro
8439;04/01/2019;5;S;Otávio Moura
8440;29/01/2019;5;S;Maria Alice Novaes
8441;02/01/2019;5;N;Sarah Melo
8442;26/01/2019;2;N;Ana Clara Nascimento
8443;25/01/2019;1;N;Rafaela da Rocha
8444;29/01/2019;2;N;Carlos Eduardo Azevedo
8445;19/01/2019;4;N;Cecília Souza
8446;19/01/2019;4;N;Ana Lívia Oliveira
8447;23/01/2019;3;S;Alícia Fernandes
8448;04/01/2019;4;S;Joaquim da Conceição
8449;31/01/2019;3;N;Raul da Luz
8450;22/01/2019;5;S;Pietro da Cruz
8451;16/01/2019;5;S;Augusto Gomes
8452;20/01/2019;1;N;Ana Luiza Pinto
8453;15/01/2019;2;N;Catarina Souza
8454;26/01/2019;6;S;Natália Nunes
8455;03/01/2019;2;N;Lívia Rocha
8456;18/01/2019;3;N;Ana Ferreira
8457;06/01/2019;5;N;Letícia Gonçalves
8458;28/01/2019;4;S;Bruna Costela
8459;23/01/2019;6;S;Dra. Bárbara Freitas
8460;29/01/2019;5;S;Catarina Lima
8461;05/01/2019;5;S;Dr. Augusto Almeida
8462;03/01/2019;4;N;Marcelo Gomes
8463;28/01/2019;2;N;Luiz Miguel Azevedo
8464;03/01/2019;4;N;Joana Viana
8465;25/01/2019;4;S;Vitória da Costa
8466;07/01/2019;1;N;Luiz Gustavo da Rosa
8467;15/01/2019;4;N;Vinicius Araújo
8468;14/01/2019;5;N;Levi Sales
8469;18/01/2019;6;N;Luiz Miguel da Mata
8470;19/01/2019;4;S;Vitor Gabriel da Paz
8471;18/01/2019;5;S;Luiz Felipe Souza
8472;28/01/2019;1;S;Davi Caldeira
8473;15/01/2019;2;S;Gabriel Fogaça
8474;12/01/2019;4;N;Stella da Cunha
8475;23/01/2019;3;S;Stephany Teixeira
8476;10/01/2019;6;S;Bianca Cardoso
8477;07/01/2019;2;N;Kamilly Melo
8478;01/01/2019;6;N;Giovanna Pinto
8479;16/01/2019;6;S;Isaac da Rocha
8480;18/01/2019;3;S;Laís Almeida
8481;16/01/2019;5;S;Vitor Hugo Souza
8482;09/01/2019;1;N;Pedro Lucas Pereira
8483;05/01/2019;2;N;Luiz Otávio Costa
8484;05/01/2019;5;S;Manuela Vieira
8485;15/01/2019;4;N;Matheus das Neves
8486;30/01/2019;5;N;Sophie Caldeira
8487;05/01/2019;5;N;João Martins
8488;04/01/2019;2;S;Bruna Ramos
8489;18/01/2019;4;S;Gabrielly Caldeira
8490;30/01/2019;1;N;João Gabriel da Luz
8491;31/01/2019;4;N;Thales Almeida
8492;24/01/2019;5;S;Luiz Gustavo Almeida
8493;17/01/2019;1;S;Emilly Moreira
8494;19/01/2019;4;N;Eloah da Rocha
8495;03/01/2019;4;S;Alícia da Luz
8496;10/01/2019;3;N;Olivia Duarte
8497;04/01/2019;6;N;Emanuella Pinto
8498;18/01/2019;5;S;Benício da Conceição
8499;26/01/2019;1;N;Beatriz Rocha
8500;21/01/2019;6;N;Arthur da Mota
8501;11/01/2019;5;N;Murilo Cavalcanti
8502;30/01/2019;2;N;Bárbara Monteiro
8503;21/01/2019;1;N;Nina Santos
8504;05/01/2019;1;N;Enrico Cavalcanti
8505;25/01/2019;3;S;Thomas Jesus
8506;12/01/2019;1;N;Ana Carolina Lima
8507;18/01/2019;3;S;João Miguel da Costa
8508;01/01/2019;5;N;Daniela Castro
8509;12/01/2019;2;N;Guilherme Pinto
8510;30/01/2019;4;S;Raul Fogaça
8511;24/01/2019;1;S;Emanuelly Vieira
8512;15/01/2019;6;N;Sofia Silva
8513;08/01/2019;6;N;Luna Moraes
8514;26/01/2019;4;N;Maria Clara Oliveira
8515;26/01/2019;6;N;Beatriz Melo
8516;28/01/2019;4;S;Pietra Rezende
8517;13/01/2019;4;S;Rafaela Rezende
8518;09/01/2019;3;S;Mirella Santos
8519;25/01/2019;4;S;Bianca Ramos
8520;13/01/2019;2;S;Davi Luiz Peixoto
8521;15/01/2019;3;S;Maria Fernanda Silva
8522;12/01/2019;4;N;Maria Clara da Paz
8523;11/01/2019;5;N;Maria Sophia Teixeira
8524;12/01/2019;2;S;Catarina Martins
8525;31/01/2019;4;S;Clara Souza
8526;13/01/2019;5;N;Yuri Freitas
8527;20/01/2019;2;S;Isaac Azevedo
8528;14/01/2019;4;S;Lucas da Rocha
8529;23/01/2019;6;S;Dra. Alana Costa
8530;25/01/2019;3;S;Rebeca Porto
8531;01/01/2019;3;S;Guilherme Silva
8532;18/01/2019;3;S;Diogo Jesus
8533;29/01/2019;4;N;Dr. João Porto
8534;23/01/2019;4;N;Matheus Fogaça
8535;09/01/2019;5;S;Cecília Pires
8536;16/01/2019;2;N;Daniel da Cunha
8537;19/01/2019;6;N;Marcelo Silveira
8538;20/01/2019;1;N;Levi da Mota
8539;05/01/2019;2;S;Luna Moraes
8540;07/01/2019;2;S;Natália Castro
8541;12/01/2019;3;S;Igor Novaes
8542;08/01/2019;3;S;João Pedro Barbosa
8543;18/01/2019;4;N;Eloah Aragão
8544;10/01/2019;2;N;Rebeca Jesus
8545;27/01/2019;3;N;Luiza Araújo
8546;03/01/2019;5;S;Luiza Barbosa
8547;20/01/2019;5;N;Pedro Lucas Novaes
8548;24/01/2019;1;N;Emilly Silveira
8549;01/01/2019;1;N;Yuri Cardoso
8550;17/01/2019;1;N;Paulo Almeida
8551;10/01/2019;5;S;Pedro Henrique Gomes
8552;25/01/2019;4;S;Giovanna Azevedo
8553;15/01/2019;5;S;Francisco Gomes
8554;09/01/2019;1;S;Juliana Teixeira
8555;18/01/2019;3;N;Levi Duarte
8556;10/01/2019;6;S;Dr. Luiz Henrique Novaes
8557;09/01/2019;5;N;Juan Fogaça
8558;12/01/2019;4;N;Luiz Felipe Silveira
8559;31/01/2019;3;N;Brenda Correia
8560;07/01/2019;4;N;Pedro Henrique Porto
8561;24/01/2019;5;S;Dra. Catarina Ramos
8562;19/01/2019;3;S;Sofia Moraes
8563;03/01/2019;3;S;Eduarda da Cruz
8564;24/01/2019;6;S;Raquel Fogaça
8565;02/01/2019;3;S;Renan Araújo
8566;23/01/2019;3;S;Otávio Costela
8567;24/01/2019;1;N;Luiza Ramos
8568;23/01/2019;2;N;Maysa Moreira
8569;27/01/2019;6;N;Luiz Miguel Gonçalves
8570;16/01/2019;1;S;Davi Luiz da Cunha
8571;24/01/2019;3;N;Carlos Eduardo Monteiro
8572;12/01/2019;4;S;Caroline Lopes
8573;03/01/2019;6;S;Lorena Novaes
8574;17/01/2019;1;N;Maria Ramos
8575;11/01/2019;1;N;Dra. Ana Julia Teixeira
8576;04/01/2019;4;N;Luiz Henrique Souza
8577;04/01/2019;5;N;Maria Alice Freitas
8578;11/01/2019;4;S;Isadora Lima
8579;02/01/2019;4;N;Pedro Miguel da Cunha
8580;04/01/2019;2;S;Luiz Gustavo Monteiro
8581;31/01/2019;6;S;Elisa Ramos
8582;30/01/2019;1;S;Dra. Julia Nunes
8583;20/01/2019;1;N;Mirella Viana
8584;30/01/2019;6;S;Carlos Eduardo das Neves
8585;20/01/2019;5;S;Fernanda Costela
8586;25/01/2019;5;N;Theo da Rocha
8587;01/01/2019;1;S;Dr. Theo da Rosa
8588;20/01/2019;1;N;João Pedro Sales
8589;18/01/2019;4;N;Dr. Pedro Henrique Mendes
8590;20/01/2019;4;N;Maria Luiza Dias
8591;25/01/2019;5;S;Diego Moraes
8592;22/01/2019;2;N;Dr. Leonardo Costela
8593;07/01/2019;2;S;Gabrielly Barros
8594;23/01/2019;6;S;Dr. Murilo Correia
8595;28/01/2019;1;N;Sabrina Fernandes
8596;10/01/2019;4;N;Agatha Castro
8597;29/01/2019;2;N;Lucas Gabriel da Conceição
8598;14/01/2019;3;N;Anthony da Mata
8599;20/01/2019;2;N;Dr. Pedro Miguel Ferreira
8600;11/01/2019;4;S;Lucas Gabriel Azevedo
8601;10/01/2019;4;N;Ana Vitória Correia
8602;15/01/2019;2;S;Gustavo Martins
8603;13/01/2019;3;S;Letícia Nunes
8604;09/01/2019;6;N;Luiz Henrique Novaes
8605;20/01/2019;1;N;Helena Novaes
8606;06/01/2019;6;S;Sophie Nunes
8607;12/01/2019;1;S;Cecília Moura
8608;10/01/2019;3;S;Kaique Castro
8609;31/01/2019;4;N;Fernanda Pires
8610;24/01/2019;3;N;Ana Júlia da Conceição
8611;10/01/2019;1;N;Kevin Ramos
8612;10/01/2019;1;S;João Miguel Costa
8613;05/01/2019;4;N;Emanuel Almeida
8614;10/01/2019;4;S;Giovanna Pereira
8615;05/01/2019;1;N;Isadora Costa
8616;17/01/2019;4;N;Isadora Lopes
8617;10/01/2019;3;S;Danilo Barbosa
8618;01/01/2019;1;N;Dr. Matheus Moraes
8619;18/01/2019;3;S;Dr. Guilherme Alves
8620;05/01/2019;4;N;Luna Carvalho
8621;06/01/2019;4;N;Brenda Gonçalves
8622;10/01/2019;1;N;Isis Cavalcanti
8623;17/01/2019;6;N;Bianca da Rosa
8624;21/01/2019;1;N;Davi Santos
8625;29/01/2019;5;S;Gustavo Henrique Santos
8626;15/01/2019;5;S;Thiago Cavalcanti
8627;25/01/2019;2;S;Heitor Vieira
8628;20/01/2019;1;N;Ana Lívia Moura
8629;13/01/2019;1;S;Bárbara da Costa
8630;01/01/2019;6;N;Davi Lucas Costela
8631;07/01/2019;3;N;Ana Laura Barbosa
8632;14/01/2019;6;N;João Lucas Castro
8633;19/01/2019;1;S;Arthur Pires
8634;19/01/2019;2;N;Clara Cardoso
8635;30/01/2019;4;S;Larissa Viana
8636;13/01/2019;2;N;Dr. Anthony Oliveira
8637;24/01/2019;2;N;Ana Laura Teixeira
8638;31/01/2019;6;S;Mirella Duarte
8639;11/01/2019;4;S;João Felipe Farias
8640;22/01/2019;4;S;Lívia da Luz
8641;22/01/2019;2;S;Leonardo Porto
8642;10/01/2019;6;N;Esther Novaes
8643;27/01/2019;2;S;Pietro Ferreira
8644;18/01/2019;5;N;Fernanda Monteiro
8645;20/01/2019;2;N;Enzo Souza
8646;01/01/2019;2;S;Joana Silveira
8647;09/01/2019;6;N;Mariane da Conceição
8648;07/01/2019;3;S;Maria Eduarda Oliveira
8649;04/01/2019;1;N;Ana Beatriz Ribeiro
8650;07/01/2019;2;N;Erick Cardoso
8651;15/01/2019;1;N;Clarice Campos
8652;03/01/2019;3;S;Maria Sophia Moura
8653;11/01/2019;6;N;Cauã Melo
8654;19/01/2019;1;N;Dra. Júlia Fernandes
8655;16/01/2019;4;S;Maria Vitória Aragão
8656;15/01/2019;5;N;Benjamin Melo
8657;02/01/2019;5;S;João Gabriel Almeida
8658;05/01/2019;3;S;João Gabriel Barros
8659;01/01/2019;1;N;Isabelly Martins
8660;18/01/2019;5;S;Augusto Campos
8661;04/01/2019;6;N;Maria Eduarda Gomes
8662;31/01/2019;5;S;Luiza Cunha
8663;22/01/2019;3;N;Dra. Laura Novaes
8664;13/01/2019;3;N;Sabrina Correia
8665;16/01/2019;2;N;Carolina Dias
8666;01/01/2019;2;N;Maria Eduarda Silva
8667;14/01/2019;2;S;Dra. Helena Azevedo
8668;21/01/2019;2;S;Igor Monteiro
8669;25/01/2019;6;N;Vinicius Lima
8670;12/01/2019;4;N;Bernardo Ribeiro
8671;04/01/2019;1;N;Giovanna Moura
8672;24/01/2019;5;N;Bruno Melo
8673;02/01/2019;1;S;Miguel da Cruz
8674;10/01/2019;1;N;Matheus da Mata
8675;28/01/2019;6;N;Joana Oliveira
8676;22/01/2019;1;N;Raquel Carvalho
8677;24/01/2019;5;S;Dra. Luiza da Rosa
8678;30/01/2019;1;S;Benício Freitas
8679;22/01/2019;1;S;Bruna Freitas
8680;08/01/2019;1;N;Dra. Sarah Porto
8681;18/01/2019;2;N;Nicolas Lima
8682;10/01/2019;5;S;Gabrielly Ferreira
8683;14/01/2019;2;S;Evelyn Cardoso
8684;17/01/2019;3;S;Alice Viana
8685;21/01/2019;6;S;Juliana Moraes
8686;21/01/2019;3;S;Lucca Azevedo
8687;20/01/2019;1;N;Emanuella Ramos
8688;16/01/2019;1;S;Isabella Nunes
8689;23/01/2019;3;S;Renan da Rocha
8690;22/01/2019;1;N;Levi Azevedo
8691;04/01/2019;2;S;Guilherme da Mata
8692;23/01/2019;2;N;Alexandre Barbosa
8693;29/01/2019;6;S;Enzo Correia
8694;22/01/2019;4;S;Dr. Igor Nascimento
8695;23/01/2019;6;N;Brenda Freitas
8696;18/01/2019;3;S;Maria Sophia Carvalho
8697;10/01/2019;1;S;Dr. Raul Souza
8698;18/01/2019;3;N;Alexandre Ramos
8699;13/01/2019;2;S;Davi Gonçalves
8700;28/01/2019;1;N;Vitor Hugo Barbosa
8701;11/01/2019;3;N;Leandro Fernandes
8702;29/01/2019;6;N;Camila Moraes
8703;14/01/2019;6;S;Lorena Carvalho
8704;06/01/2019;4;S;Yago da Rocha
8705;19/01/2019;2;S;Manuela Cunha
8706;19/01/2019;5;N;Kamilly da Rosa
8707;13/01/2019;1;S;Ana Júlia Rocha
8708;28/01/2019;3;S;Rebeca Castro
8709;01/01/2019;3;N;Letícia Cavalcanti
8710;15/01/2019;5;S;Sabrina Araújo
8711;26/01/2019;5;N;Pedro Henrique Cardoso
8712;25/01/2019;4;S;Nina Alves
8713;13/01/2019;1;S;Kamilly Ferreira
8714;26/01/2019;1;S;Dra. Isabel Cardoso
8715;20/01/2019;1;S;Stella Barros
8716;16/01/2019;4;S;Thiago Alves
8717;08/01/2019;1;N;Lucas Gabriel Duarte
8718;01/01/2019;4;N;Augusto Alves
8719;26/01/2019;3;N;Sarah Farias
8720;10/01/2019;5;N;Nina Cardoso
8721;17/01/2019;1;N;Emilly da Cunha
8722;05/01/2019;1;S;Guilherme Pinto
8723;27/01/2019;6;S;Kevin Araújo
8724;06/01/2019;5;N;Thales Correia
8725;01/01/2019;5;N;Joaquim Santos
8726;28/01/2019;2;S;Nicole Santos
8727;01/01/2019;1;N;Benício Rocha
8728;21/01/2019;3;S;Luiz Miguel da Rosa
8729;25/01/2019;2;N;Maitê Oliveira
8730;14/01/2019;4;N;Vitor Gabriel Rodrigues
8731;02/01/2019;2;S;Erick Monteiro
8732;04/01/2019;4;N;Cecília Peixoto
8733;24/01/2019;3;N;Júlia Costela
8734;28/01/2019;2;N;Arthur Correia
8735;13/01/2019;5;N;João Lucas da Cruz
8736;17/01/2019;4;S;Lucas Gabriel Gomes
8737;15/01/2019;1;S;Carlos Eduardo Rodrigues
8738;24/01/2019;5;N;Yuri Silveira
8739;25/01/2019;2;S;Ryan Costa
8740;28/01/2019;3;S;João Nunes
8741;27/01/2019;6;N;Igor Farias
8742;14/01/2019;2;S;Stephany Dias
8743;01/01/2019;5;N;Igor Souza
8744;23/01/2019;5;S;Dra. Agatha Gonçalves
8745;15/01/2019;2;S;Dr. Vicente da Paz
8746;26/01/2019;6;N;Dra. Letícia Barbosa
8747;10/01/2019;4;N;Gabriel Melo
8748;13/01/2019;3;S;Benício Silva
8749;06/01/2019;6;N;Noah da Conceição
8750;09/01/2019;5;S;Ana Julia Jesus
8751;28/01/2019;4;S;Dr. Paulo Almeida
8752;31/01/2019;2;S;Dra. Heloísa da Cunha
8753;10/01/2019;6;N;Kamilly Correia
8754;23/01/2019;3;N;Lívia Santos
8755;03/01/2019;6;S;Dr. Luigi Fernandes
8756;23/01/2019;1;S;Luiz Felipe Melo
8757;14/01/2019;6;N;Marcelo Gonçalves
8758;18/01/2019;5;S;Heitor Costela
8759;19/01/2019;1;N;Pietra Pereira
8760;03/01/2019;4;S;Olivia Viana
8761;07/01/2019;4;S;Dra. Ana Beatriz Cavalcanti
8762;09/01/2019;2;N;Rafael Gonçalves
8763;31/01/2019;4;S;Arthur Sales
8764;11/01/2019;1;N;Davi Luiz Lopes
8765;10/01/2019;3;N;Cauê Moraes
8766;06/01/2019;3;S;Camila Ferreira
8767;10/01/2019;4;S;Carlos Eduardo Nascimento
8768;03/01/2019;2;N;Ana Julia Vieira
8769;04/01/2019;5;S;Valentina Barbosa
8770;06/01/2019;3;S;Melissa Pires
8771;03/01/2019;1;N;Nina Souza
8772;13/01/2019;4;S;Lorenzo Rocha
8773;02/01/2019;2;N;Marcelo Oliveira
8774;01/01/2019;4;N;Dra. Júlia da Cunha
8775;27/01/2019;5;S;Emilly Dias
8776;29/01/2019;4;N;Maria Clara das Neves
8777;11/01/2019;1;S;Alana Almeida
8778;10/01/2019;1;S;Maria Eduarda Freitas
8779;07/01/2019;6;S;Carlos Eduardo Freitas
8780;22/01/2019;1;N;Danilo Oliveira
8781;28/01/2019;5;N;Luiz Felipe Nascimento
8782;07/01/2019;2;N;Dra. Maria Alice Silveira
8783;11/01/2019;4;S;Gustavo Souza
8784;17/01/2019;5;N;Lucas Gonçalves
8785;10/01/2019;4;N;Nathan Duarte
8786;01/01/2019;6;N;Olivia Lopes
8787;25/01/2019;6;N;Yasmin da Conceição
8788;25/01/2019;2;S;Júlia Souza
8789;18/01/2019;3;N;Esther Gomes
8790;31/01/2019;1;N;Stella Rezende
8791;12/01/2019;1;S;Cauê Sales
8792;27/01/2019;5;S;Sofia Moraes
8793;13/01/2019;3;N;Carlos Eduardo Dias
8794;28/01/2019;6;S;Maitê Barros
8795;13/01/2019;4;N;Maria Alice Melo
8796;05/01/2019;4;S;Pietro Campos
8797;04/01/2019;4;S;Melissa Porto
8798;18/01/2019;5;S;Yuri Cavalcanti
8799;20/01/2019;4;N;Lucca Freitas
8800;29/01/2019;5;S;Vicente Cunha
8801;26/01/2019;2;S;Diego Ferreira
8802;17/01/2019;6;N;Dra. Natália da Conceição
8803;01/01/2019;6;N;Ana Castro
8804;09/01/2019;3;S;Caio Cavalcanti
8805;12/01/2019;5;S;Lavínia da Rocha
8806;01/01/2019;3;N;Dra. Rebeca da Cunha
8807;24/01/2019;4;S;Ana Vitória Ribeiro
8808;01/01/2019;3;S;Milena Freitas
8809;20/01/2019;1;N;Enzo Gabriel Correia
8810;02/01/2019;3;N;Anthony Nascimento
8811;23/01/2019;1;N;Daniel Pinto
8812;31/01/2019;2;N;Emanuella da Mata
8813;28/01/2019;5;N;Dr. João Miguel Cardoso
8814;22/01/2019;3;N;Alexia da Cruz
8815;16/01/2019;2;N;Bruno Sales
8816;24/01/2019;2;S;Maria Fernanda Cardoso
8817;19/01/2019;1;S;Alícia Pires
8818;13/01/2019;5;S;Gabriela Fernandes
8819;22/01/2019;2;S;Davi Luiz Caldeira
8820;23/01/2019;5;S;Thiago da Rocha
8821;12/01/2019;6;S;Ana Clara Freitas
8822;08/01/2019;5;N;Amanda Ramos
8823;28/01/2019;6;N;Marina da Conceição
8824;02/01/2019;4;S;Beatriz Freitas
8825;14/01/2019;6;N;Cauã Araújo
8826;01/01/2019;2;N;Yago Carvalho
8827;14/01/2019;4;N;Noah Dias
8828;07/01/2019;6;S;Agatha da Mata
8829;24/01/2019;3;N;Joana Santos
8830;13/01/2019;4;S;Ana Carolina Melo
8831;03/01/2019;4;S;Luiz Gustavo Azevedo
8832;09/01/2019;5;S;Mirella Almeida
8833;17/01/2019;6;S;Erick Duarte
8834;18/01/2019;2;N;Helena Sales
8835;19/01/2019;4;N;Bruna Almeida
8836;31/01/2019;4;N;Cauê Souza
8837;05/01/2019;5;N;Ana Beatriz Moraes
8838;02/01/2019;6;N;Nicole Cardoso
8839;10/01/2019;2;N;Ana Carolina Ferreira
8840;12/01/2019;5;S;Giovanna Barros
8841;06/01/2019;3;N;Pedro Henrique Alves
8842;05/01/2019;5;N;Lorenzo Ribeiro
8843;15/01/2019;5;N;Maria Alice Lopes
8844;07/01/2019;6;N;Maria Alice da Mota
8845;13/01/2019;2;S;Emilly Pinto
8846;01/01/2019;3;S;Rodrigo Dias
8847;11/01/2019;3;N;Maria Clara Viana
8848;05/01/2019;4;N;João Felipe Rocha
8849;28/01/2019;4;N;Helena Sales
8850;26/01/2019;3;N;Cauê Fogaça
8851;25/01/2019;1;N;Davi Luiz da Rocha
8852;18/01/2019;1;N;Alice Gomes
8853;27/01/2019;5;S;Isadora Gonçalves
8854;14/01/2019;6;N;Marina Sales
8855;10/01/2019;4;N;Mirella Porto
8856;01/01/2019;1;N;Beatriz Nunes
8857;14/01/2019;3;N;Yuri Costela
8858;31/01/2019;3;N;Breno Correia
8859;25/01/2019;2;N;Ana Júlia Porto
8860;18/01/2019;3;S;Marina Campos
8861;26/01/2019;2;S;Maria Fernanda Farias
8862;25/01/2019;1;N;João Miguel da Rocha
8863;28/01/2019;1;S;Luiz Miguel Fernandes
8864;23/01/2019;1;S;Dr. Davi Cavalcanti
8865;23/01/2019;2;S;Gustavo da Mota
8866;28/01/2019;2;S;Helena Moura
8867;26/01/2019;5;N;Dr. João Vitor Gomes
8868;28/01/2019;4;S;Bárbara Pires
8869;31/01/2019;6;S;Dra. Nina Barros
8870;24/01/2019;1;N;João Lucas Farias
8871;31/01/2019;4;N;Ana Lívia Lopes
8872;07/01/2019;4;N;Maria Luiza Lima
8873;22/01/2019;2;N;Maria Clara Teixeira
8874;16/01/2019;2;N;Gabrielly da Cruz
8875;31/01/2019;1;S;Bárbara da Luz
8876;02/01/2019;2;S;Renan Ribeiro
8877;22/01/2019;1;N;Gabriel Cavalcanti
8878;29/01/2019;4;S;Sabrina Pereira
8879;28/01/2019;4;S;Dra. Caroline da Conceição
8880;25/01/2019;6;N;Levi Jesus
8881;23/01/2019;1;S;Felipe Lopes
8882;16/01/2019;3;S;Gustavo Peixoto
8883;05/01/2019;2;S;Arthur Costa
8884;21/01/2019;4;N;Enrico Novaes
8885;03/01/2019;1;S;Luiz Gustavo Pereira
8886;27/01/2019;3;N;Alícia Viana
8887;27/01/2019;4;S;Thales Barbosa
8888;17/01/2019;1;S;Francisco Moura
8889;30/01/2019;2;S;Eduardo Costela
8890;03/01/2019;1;N;Sofia Nunes
