MAT_ALU;NOME;DAT_ENTRADA;COD_CURSO;COTISTA
8045;Pedro Santos;27/01/19;5;S
8046;Esther Moraes;04/01/19;4;S
8047;Francisco da Mata;07/01/19;6;N
8048;Rebeca Pereira;18/01/19;3;N
8049;Rebeca Cunha;01/01/19;4;N
8050;Maria Julia Barbosa;13/01/19;4;S
8051;Beatriz da Paz;25/01/19;5;N
8052;Gustavo Henrique Lopes;05/01/19;3;N
8053;Yasmin Porto;11/01/19;3;N
8054;Felipe da Luz;05/01/19;2;N
8055;Maria Cecília Melo;03/01/19;1;N
8056;Leandro Fogaça;14/01/19;6;S
8057;Kevin Santos;25/01/19;5;S
8058;Pedro Miguel Alves;26/01/19;4;N
8059;Kamilly Teixeira;02/01/19;5;S
8060;Isabella da Luz;02/01/19;5;S
8061;Pietra Ferreira;04/01/19;5;N
8062;Maria Sophia Monteiro;23/01/19;5;S
8063;Dr. João Guilherme Mendes;09/01/19;1;N
8064;Lucca Teixeira;23/01/19;5;N
8065;Bárbara Duarte;14/01/19;4;S
8066;Benício Viana;21/01/19;4;S
8067;Bianca Campos;21/01/19;2;S
8068;Isadora Viana;14/01/19;4;S
8069;Eduarda Moreira;02/01/19;5;N
8070;Vinicius Peixoto;02/01/19;2;S
8071;Dr. Caio Farias;12/01/19;2;S
8072;Dra. Emanuella Moura;24/01/19;5;S
8073;Stella Monteiro;15/01/19;5;N
8074;Thales Martins;27/01/19;1;S
8075;Gustavo da Cruz;28/01/19;3;S
8076;Lucas Silveira;18/01/19;6;S
8077;Marina da Cruz;01/01/19;3;N
8078;Marcela Cavalcanti;19/01/19;5;N
8079;Enzo Moraes;20/01/19;5;S
8080;Yuri Carvalho;16/01/19;3;S
8081;Brenda Ferreira;11/01/19;3;N
8082;João Felipe da Rocha;03/01/19;2;S
8083;Ana Carolina Gomes;02/01/19;5;N
8084;Raul Nogueira;16/01/19;2;N
8085;Isis Rodrigues;29/01/19;3;N
8086;Nicolas Castro;11/01/19;5;N
8087;Levi Cardoso;15/01/19;2;N
8088;Mirella Costela;10/01/19;5;S
8089;Yasmin Rocha;06/01/19;4;N
8090;Arthur Caldeira;27/01/19;5;S
8091;Diego Campos;07/01/19;5;S
8092;Amanda Lopes;25/01/19;5;S
8093;Nicolas Nascimento;01/01/19;5;N
8094;Ana Sophia Pereira;28/01/19;4;S
8095;Maria Luiza Nogueira;01/01/19;2;S
8096;Bruno Caldeira;30/01/19;5;S
8097;Fernanda Silva;04/01/19;4;S
8098;Juliana Correia;21/01/19;5;S
8099;Rafaela da Conceição;20/01/19;3;N
8100;Maria Clara Jesus;28/01/19;5;N
8101;Lavínia Cunha;18/01/19;6;N
8102;Ryan Cunha;11/01/19;5;S
8103;Heloísa Dias;08/01/19;1;N
8104;Maria Luiza Silveira;22/01/19;5;S
8105;Dra. Alana da Cruz;31/01/19;5;N
8106;Benjamin das Neves;01/01/19;6;N
8107;Cauê Pereira;03/01/19;1;N
8108;Juan Silveira;18/01/19;2;S
8109;Leonardo Dias;27/01/19;4;S
8110;Lavínia Pereira;12/01/19;6;N
8111;Luiza Costela;28/01/19;6;S
8112;Ian da Costa;07/01/19;1;N
8113;Heloísa Oliveira;09/01/19;1;S
8114;Júlia Barbosa;20/01/19;4;S
8115;Lorena da Mata;22/01/19;5;S
8116;Raul Gomes;27/01/19;6;N
8117;Rafaela da Cruz;24/01/19;6;S
8118;Dr. Kaique Ramos;16/01/19;6;N
8119;Renan Oliveira;11/01/19;3;S
8120;Antônio Teixeira;01/01/19;4;S
8121;Isaac Freitas;13/01/19;1;S
8122;Ryan Nascimento;06/01/19;1;S
6614;Camila Ferreira;27/01/19;1;N
6615;Luana da Paz;29/01/19;3;N
6616;Alexia Silva;27/01/19;6;S
6617;Lucca Moreira;01/01/19;5;N
6618;Davi Lucca da Cunha;25/01/19;2;S
6619;Alana Pires;05/01/19;2;N
6620;Mariane Santos;03/01/19;3;N
6621;Enzo Gabriel Silva;20/01/19;3;S
6622;Giovanna Teixeira;07/01/19;3;N
6623;Clara Moreira;07/01/19;2;N
6624;Eduardo Rezende;11/01/19;3;N
6625;Ana Moraes;25/01/19;1;S
6626;Natália Carvalho;21/01/19;2;N
6627;Pedro Freitas;07/01/19;2;N
6628;Davi Silveira;19/01/19;3;S
6629;Yasmin da Conceição;05/01/19;4;N
6630;Luiz Fernando Ferreira;27/01/19;2;N
6631;Maria Luiza Alves;24/01/19;6;S
6632;Larissa Duarte;28/01/19;5;N
6633;Ana Julia Moreira;17/01/19;2;S
6634;Vitor Hugo da Cunha;02/01/19;6;N
6635;Matheus Caldeira;05/01/19;5;S
6636;Pedro Lucas da Mota;11/01/19;2;S
6637;Ana Beatriz Santos;03/01/19;5;N
6638;Ana Lívia Peixoto;31/01/19;2;S
6639;Elisa Silveira;30/01/19;1;N
6640;Maria Vitória da Luz;20/01/19;1;N
6641;Dra. Manuela da Costa;28/01/19;2;S
6642;Maria Vitória Moraes;12/01/19;2;S
6643;Mariana Silva;12/01/19;2;N
6644;Caio Farias;28/01/19;4;N
6645;Giovanna Almeida;30/01/19;5;N
6646;Anthony Lopes;25/01/19;6;N
6647;Caroline Ramos;16/01/19;2;S
6648;Murilo da Costa;14/01/19;6;S
6649;Miguel da Conceição;15/01/19;3;S
6650;Thales da Paz;08/01/19;1;N
6651;Thomas Lopes;27/01/19;2;S
6652;Vinicius Araújo;12/01/19;2;S
6653;Thiago Porto;05/01/19;4;S
6654;Matheus Novaes;28/01/19;3;S
6655;Maria Fernanda Pinto;20/01/19;5;N
6656;Francisco da Cruz;26/01/19;4;S
6657;Vitor Gabriel Almeida;25/01/19;3;N
6658;Vitória Jesus;26/01/19;3;S
6659;Maria Alice Fogaça;30/01/19;6;S
6660;Antônio da Costa;07/01/19;6;S
6661;Emanuella Cardoso;20/01/19;2;S
6662;Dra. Isabelly Porto;17/01/19;3;S
6663;André Pinto;01/01/19;5;S
6664;Thomas Oliveira;31/01/19;2;N
6665;Luigi Gonçalves;25/01/19;5;S
6666;Vitória Ramos;01/01/19;3;N
6667;Ana Laura Barros;07/01/19;4;S
6668;Ryan Aragão;09/01/19;1;N
6669;Fernando Sales;16/01/19;6;S
6670;Eduardo Jesus;27/01/19;1;N
6671;Kamilly Mendes;22/01/19;2;S
6672;Sophie Alves;27/01/19;2;N
6673;João Pedro Pinto;21/01/19;6;N
6674;João Lucas da Costa;11/01/19;6;N
6675;João Felipe Alves;22/01/19;3;S
6676;Julia Ramos;11/01/19;3;N
6677;João Felipe Moraes;31/01/19;4;N
6678;Fernando da Rocha;23/01/19;4;S
6679;Eduardo Novaes;31/01/19;2;N
6680;Joaquim Azevedo;07/01/19;3;S
6681;Sofia da Luz;07/01/19;6;S
6682;Matheus Alves;22/01/19;2;S
6683;Davi Luiz Novaes;16/01/19;3;N
6684;Thiago Barbosa;11/01/19;2;N
6685;Gustavo das Neves;12/01/19;6;N
6686;Elisa Carvalho;02/01/19;4;N
6687;Alice Martins;14/01/19;6;N
6688;Vicente Campos;27/01/19;5;N
6689;Otávio Viana;12/01/19;1;N
6690;Gabriela Rocha;27/01/19;5;S
6691;Murilo da Luz;20/01/19;4;N
6692;Larissa Costa;07/01/19;5;S
6693;Arthur Ramos;17/01/19;4;N
6694;Clarice das Neves;04/01/19;4;S
6695;Maria Vitória Oliveira;08/01/19;6;N
6696;Luiza Cardoso;14/01/19;2;S
6697;Dr. Lucca Gonçalves;16/01/19;5;N
6698;Carolina Fernandes;20/01/19;1;S
6699;Luiz Henrique Fernandes;01/01/19;5;N
6700;Luna Cardoso;19/01/19;4;S
6701;Francisco Ramos;17/01/19;3;N
6702;Maria Julia Azevedo;17/01/19;6;N
6703;Diego Costela;11/01/19;1;S
6704;Gustavo Henrique Aragão;07/01/19;6;S
6705;Cauã Alves;01/01/19;5;S
6706;Luiza Moraes;11/01/19;5;S
6707;Giovanna da Mota;04/01/19;5;S
6708;Giovanna Oliveira;07/01/19;2;S
6709;Isabelly Cavalcanti;03/01/19;5;N
6710;Bruna Souza;09/01/19;3;S
6711;Henrique Mendes;25/01/19;4;S
6712;Alice Moura;01/01/19;5;N
6713;Rafael Jesus;31/01/19;2;N
6714;João Lucas da Cunha;22/01/19;2;N
6715;Alice Santos;23/01/19;3;N
6716;Vitor Jesus;10/01/19;6;N
6717;Lavínia Novaes;07/01/19;5;S
6718;Nicolas Campos;07/01/19;3;N
6719;Daniel Sales;24/01/19;6;S
6720;Dra. Olivia da Costa;04/01/19;2;S
6721;Dr. Kaique Duarte;02/01/19;5;N
6722;Dr. Thiago Ramos;19/01/19;6;N
6723;Catarina Ribeiro;30/01/19;4;S
6724;Lucca Martins;24/01/19;3;N
6725;Marcela Nogueira;03/01/19;1;N
6726;Bruna Porto;25/01/19;4;S
6727;Ana Clara Farias;01/01/19;6;N
6728;Maria Fernanda Rocha;12/01/19;3;N
6729;Ana Carolina Dias;16/01/19;6;S
6730;Leandro Gonçalves;04/01/19;1;N
6731;Maria Fernanda Silveira;25/01/19;1;S
6732;Yago Castro;07/01/19;5;S
6733;Davi Lucca Nunes;11/01/19;1;N
6734;João Miguel da Mota;01/01/19;4;N
6735;Davi Dias;05/01/19;1;S
6736;Nina Gomes;26/01/19;6;N
6737;Sabrina Ramos;18/01/19;3;S
6738;Maria Fernanda Souza;18/01/19;6;N
6739;Guilherme Ferreira;13/01/19;1;N
6740;Maria Eduarda Silveira;15/01/19;1;N
6741;Luiz Henrique Freitas;28/01/19;5;N
6742;Vitor Hugo Pereira;28/01/19;2;N
6743;Davi Nascimento;25/01/19;1;S
6744;Rafaela da Cunha;16/01/19;1;S
6745;Luigi Araújo;24/01/19;3;N
6746;Guilherme da Rocha;31/01/19;5;S
6747;João Miguel Nunes;19/01/19;3;N
6748;Alexandre Silva;31/01/19;2;S
6749;Maria Luiza Ramos;31/01/19;3;S
6750;Maria Sophia Santos;28/01/19;5;S
6751;Heitor Correia;30/01/19;2;S
6752;Emanuella Silveira;03/01/19;2;S
6753;Ryan Almeida;31/01/19;3;N
6754;Vicente Ferreira;12/01/19;5;N
6755;Emanuella Cavalcanti;31/01/19;5;N
6756;Carlos Eduardo da Cruz;26/01/19;1;S
6757;Marcos Vinicius da Luz;15/01/19;2;S
6758;Dr. Davi Lucas Almeida;01/01/19;4;S
6759;Dra. Helena da Cunha;15/01/19;3;N
6760;Noah Cardoso;31/01/19;6;S
6761;Luiz Felipe Cardoso;23/01/19;3;N
6762;Sabrina Rocha;15/01/19;4;N
6763;Pietro Araújo;15/01/19;2;S
6764;Bruna Barros;11/01/19;5;S
6765;Pedro Henrique Cardoso;22/01/19;3;N
6766;Pietro Pinto;27/01/19;4;N
6767;André Gonçalves;09/01/19;5;S
6768;Evelyn Duarte;05/01/19;2;S
6769;Samuel Porto;14/01/19;4;S
6770;Lavínia Jesus;23/01/19;3;N
6771;Caio Dias;16/01/19;1;N
6772;Stephany Farias;31/01/19;4;S
6773;Dr. Renan Almeida;08/01/19;2;S
6774;Maria Eduarda Moura;05/01/19;1;N
6775;Luiz Fernando Fogaça;09/01/19;4;S
6776;Eduardo da Costa;05/01/19;2;N
6777;Bryan Fogaça;30/01/19;5;N
6778;Thomas da Mata;28/01/19;6;S
6779;Ana Beatriz Freitas;26/01/19;4;N
6780;João Pedro Gonçalves;13/01/19;1;S
6781;Letícia Fernandes;16/01/19;5;N
6782;Arthur Barbosa;07/01/19;3;N
6783;Calebe Almeida;02/01/19;1;S
6784;Vitor Hugo Costa;30/01/19;3;N
6785;Mariana Jesus;02/01/19;5;N
6786;Dra. Julia Rocha;06/01/19;6;S
6787;Benício Teixeira;26/01/19;6;S
6788;Enrico Rocha;01/01/19;1;N
6789;Breno Cardoso;13/01/19;4;N
6790;Eduardo Santos;02/01/19;5;S
6791;Arthur Cardoso;24/01/19;6;N
6792;Ryan Carvalho;02/01/19;3;S
6793;Alice Rocha;21/01/19;6;N
6794;João Nogueira;06/01/19;3;S
6795;Lorena Lopes;04/01/19;4;S
6796;Ana Julia Mendes;20/01/19;3;N
6797;Dr. Gabriel Cardoso;20/01/19;4;N
6798;Camila Vieira;18/01/19;1;N
6799;Stephany Freitas;13/01/19;6;N
6800;Amanda Mendes;31/01/19;5;S
6801;Alana da Cruz;07/01/19;1;N
6802;Yuri da Cruz;17/01/19;4;S
6803;Gustavo Pires;03/01/19;3;S
6804;Maria Fernanda Lopes;16/01/19;2;N
6805;Ana Luiza Aragão;03/01/19;5;S
6806;Pietra Peixoto;09/01/19;3;N
6807;Dr. Enzo Cunha;15/01/19;5;N
6808;Isabella Lopes;29/01/19;2;S
6809;Breno Viana;25/01/19;5;S
6810;Gustavo Henrique Almeida;08/01/19;6;N
6811;Nicole Nogueira;06/01/19;3;S
6812;Lorenzo Mendes;04/01/19;2;N
6813;Francisco Rodrigues;13/01/19;5;S
6814;Miguel Novaes;07/01/19;4;S
6815;Cecília Cardoso;24/01/19;3;N
6816;Diego da Cunha;21/01/19;6;S
6817;Murilo Aragão;25/01/19;3;S
6818;Melissa Barros;07/01/19;2;N
6819;Mariana da Cunha;09/01/19;3;S
6820;Pedro Gonçalves;30/01/19;3;S
6821;Anthony Cardoso;01/01/19;1;S
6822;Dra. Elisa Ribeiro;13/01/19;1;N
6823;Maria Julia Duarte;23/01/19;2;S
6824;Isabelly Silva;14/01/19;5;S
6825;Matheus Cardoso;08/01/19;3;S
6826;Dra. Melissa da Paz;04/01/19;1;S
6827;João Felipe Moraes;03/01/19;5;N
6828;Davi Luiz Porto;20/01/19;4;N
6829;Matheus Campos;15/01/19;1;N
6830;Daniela Rezende;23/01/19;1;N
6831;João Vitor Azevedo;14/01/19;5;S
6832;Juan Monteiro;01/01/19;2;S
6833;João Lucas Rocha;29/01/19;3;S
6834;Yasmin da Conceição;31/01/19;4;S
6835;Thiago Rocha;13/01/19;4;N
6836;Isabella Rocha;30/01/19;4;N
6837;João Guilherme Aragão;15/01/19;5;N
6838;Sophie da Costa;25/01/19;1;N
6839;Francisco Moura;11/01/19;2;N
6840;Francisco Campos;24/01/19;6;S
6841;Clara Moraes;02/01/19;4;S
6842;Calebe Souza;17/01/19;1;S
6843;Esther Barbosa;10/01/19;5;S
6844;Igor Costa;06/01/19;5;S
6845;Luiz Henrique Souza;19/01/19;2;S
6846;Luiz Gustavo Ramos;21/01/19;5;N
6847;Pietra Pires;20/01/19;2;N
6848;Sarah Jesus;08/01/19;3;N
6849;Agatha Pinto;03/01/19;6;S
6850;Maria Clara da Cunha;23/01/19;6;N
6851;Kevin das Neves;10/01/19;5;S
6852;Caio Mendes;01/01/19;4;S
6853;Anthony Dias;26/01/19;1;S
6854;Clarice Ramos;18/01/19;1;N
6855;Esther Vieira;23/01/19;5;S
6856;Sarah Novaes;11/01/19;2;N
6857;Joana Sales;01/01/19;6;S
6858;Henrique Rezende;10/01/19;1;S
6859;Isabella Porto;30/01/19;5;N
6860;Pedro Lucas Aragão;18/01/19;5;S
6861;Alexia Nogueira;21/01/19;4;N
6862;Dra. Isis Carvalho;18/01/19;3;S
6863;Olivia Porto;01/01/19;1;S
6864;Dra. Ana Beatriz da Conceição;14/01/19;1;N
6865;Vinicius Freitas;01/01/19;3;N
6866;Rafael Costa;11/01/19;4;S
6867;Raul Lopes;27/01/19;6;N
6868;Letícia Campos;15/01/19;3;S
6869;Sabrina Melo;13/01/19;1;S
6870;Enzo da Rosa;13/01/19;6;S
6871;Ryan Porto;03/01/19;3;N
6872;Igor Ferreira;21/01/19;5;N
6873;Maitê Souza;13/01/19;5;N
6874;Gustavo Dias;24/01/19;4;N
6875;Davi Lucas Pereira;09/01/19;3;S
6876;Sofia Viana;20/01/19;6;S
6877;Gustavo da Costa;04/01/19;3;N
6878;Julia Araújo;09/01/19;4;N
6879;Ana Julia da Costa;30/01/19;4;S
6880;Isis Viana;25/01/19;6;N
6881;João Miguel Santos;02/01/19;2;N
6882;Ana Laura Nascimento;21/01/19;1;S
6883;Ana Lívia Barros;06/01/19;2;S
6884;Júlia das Neves;15/01/19;2;N
6885;Vitor Hugo Campos;14/01/19;3;N
6886;Cecília Lopes;21/01/19;5;S
6887;João Lucas Pires;03/01/19;1;S
6888;Larissa Pereira;15/01/19;1;N
6889;Alexandre da Luz;13/01/19;6;S
6890;Brenda Jesus;17/01/19;5;N
6891;Caroline Rodrigues;20/01/19;5;N
6892;Luigi Jesus;26/01/19;3;N
6893;Dr. João Felipe Monteiro;06/01/19;2;N
6894;Emanuella Santos;03/01/19;6;N
6895;Manuela Silva;12/01/19;1;N
6896;Leandro Almeida;04/01/19;1;S
6897;Lorena Souza;28/01/19;3;S
6898;Enzo Costa;22/01/19;3;N
6899;Maria Cecília Teixeira;02/01/19;1;N
6900;Helena Farias;03/01/19;3;S
6901;Juan Viana;17/01/19;6;N
6902;Maria Vitória Lopes;22/01/19;4;N
6903;Mariane Duarte;05/01/19;4;N
6904;Vitória Santos;30/01/19;6;S
6905;Pietra Silveira;12/01/19;5;N
6906;Dr. Felipe Costa;13/01/19;5;N
6907;Dr. Carlos Eduardo Campos;11/01/19;6;S
6908;Ana Lívia Freitas;19/01/19;4;S
6909;Ian Ribeiro;22/01/19;4;N
6910;Isis Nunes;02/01/19;6;S
6911;Juan da Cunha;09/01/19;4;S
6912;Gustavo Henrique Correia;13/01/19;2;S
6913;Vicente Alves;05/01/19;1;N
6914;Murilo Dias;21/01/19;3;N
6915;Marcelo Rocha;27/01/19;6;N
6916;Manuela Costela;10/01/19;6;N
6917;Benjamin Mendes;27/01/19;6;N
6918;João Felipe Cunha;24/01/19;4;S
6919;Stephany Cardoso;13/01/19;5;S
6920;Luigi Cardoso;22/01/19;3;S
6921;Nicole da Mata;16/01/19;5;S
6922;Maria Clara Silveira;27/01/19;5;N
6923;Leandro Costela;28/01/19;2;S
6924;Maitê Cunha;28/01/19;5;S
6925;Diego Barbosa;31/01/19;4;S
6926;Dra. Sofia Mendes;04/01/19;2;S
6927;Isabel da Cruz;11/01/19;6;N
6928;Benjamin Castro;09/01/19;2;S
6929;Ana Lívia Lima;15/01/19;2;N
6930;Maysa da Rocha;28/01/19;5;N
6931;Benício Cardoso;27/01/19;5;N
6932;Calebe Monteiro;19/01/19;6;S
6933;Henrique Duarte;10/01/19;1;N
6934;Isabel Duarte;12/01/19;3;S
6935;João Lucas Aragão;12/01/19;5;S
6936;Isabel Costela;10/01/19;6;S
6937;Lorena Jesus;02/01/19;4;S
6938;Isis Moraes;02/01/19;4;S
6939;João Gabriel Freitas;13/01/19;3;S
6940;Maitê Nunes;22/01/19;5;S
6941;Nina Jesus;20/01/19;1;S
6942;Maria Vitória Carvalho;10/01/19;5;N
6943;Ana Beatriz Silveira;24/01/19;5;N
6944;Heloísa Cardoso;31/01/19;6;S
6945;Stephany Costela;15/01/19;2;N
6946;Yago Lopes;22/01/19;1;N
6947;Pietro Silva;21/01/19;1;S
6948;Miguel Silva;20/01/19;4;S
6949;Enrico Campos;28/01/19;5;S
6950;Ana Peixoto;09/01/19;3;S
6951;Otávio Ribeiro;26/01/19;2;N
6952;Maria Alice Alves;08/01/19;1;N
6953;Raul Souza;27/01/19;1;S
6954;Pedro Henrique Almeida;20/01/19;1;S
6955;Vitor Correia;02/01/19;3;S
6956;Ana Carolina Melo;12/01/19;3;S
6957;Luana da Costa;28/01/19;1;S
6958;Theo Costela;20/01/19;6;S
6959;Laura Mendes;23/01/19;4;N
6960;Fernanda da Cruz;13/01/19;2;S
6961;Murilo Araújo;20/01/19;5;N
6962;Dra. Giovanna Fogaça;10/01/19;5;S
6963;Isabel Pires;22/01/19;2;N
6964;Natália Pires;09/01/19;3;S
6965;Arthur Caldeira;30/01/19;3;N
6966;Ana Clara Monteiro;20/01/19;3;N
6967;Giovanna Cunha;30/01/19;3;N
6968;Antônio da Conceição;23/01/19;5;S
6969;Vitor Hugo Oliveira;12/01/19;1;S
6970;João Felipe da Rocha;30/01/19;5;S
6971;Matheus Jesus;12/01/19;4;N
6972;Vitor Gabriel Caldeira;06/01/19;2;N
6973;Laís Cunha;11/01/19;2;S
6974;Ana Laura Moraes;04/01/19;2;S
6975;Maria Cecília Freitas;17/01/19;5;N
6976;Vinicius Sales;17/01/19;4;S
6977;Lucas Caldeira;11/01/19;2;N
6978;Otávio Gomes;18/01/19;2;S
6979;Ana Carolina da Paz;02/01/19;6;N
6980;Davi Gomes;29/01/19;1;N
6981;Pedro Miguel Sales;09/01/19;5;S
6982;Calebe Campos;24/01/19;4;N
6983;Brenda Castro;19/01/19;3;N
6984;Elisa Dias;01/01/19;1;S
6985;Alexandre Almeida;29/01/19;4;N
6986;Renan Monteiro;18/01/19;5;S
6987;Camila Gonçalves;10/01/19;4;S
6988;Samuel da Rosa;02/01/19;1;N
6989;João Fogaça;15/01/19;4;N
6990;Luiz Fernando Teixeira;01/01/19;6;N
6991;Bárbara Peixoto;13/01/19;1;N
6992;Luiz Fernando Caldeira;21/01/19;2;S
6993;Maria Alice Freitas;11/01/19;3;S
6994;Lara Oliveira;01/01/19;5;N
6995;Dr. Fernando Dias;28/01/19;1;N
6996;Lorena Peixoto;18/01/19;4;S
6997;Fernanda Santos;04/01/19;5;S
6998;Dra. Juliana Ribeiro;24/01/19;5;N
6999;Mariane Jesus;22/01/19;5;S
7000;Luna Martins;05/01/19;6;N
7001;Emanuella da Luz;12/01/19;5;N
7002;Nathan Correia;15/01/19;2;N
7003;Isabella Gonçalves;15/01/19;3;S
7004;Kaique Azevedo;31/01/19;6;N
7005;Antônio Gonçalves;20/01/19;4;N
7006;Nathan da Rocha;04/01/19;1;S
7007;Bruno Fernandes;08/01/19;3;S
7008;Maria Vitória Lima;13/01/19;1;N
7009;Luiz Miguel Pires;25/01/19;2;S
7010;Rafael Fernandes;06/01/19;4;N
7011;Stella da Conceição;12/01/19;4;S
7012;Leandro Oliveira;10/01/19;3;N
7013;Rafaela Campos;09/01/19;2;S
7014;Rebeca Fernandes;24/01/19;2;S
7015;Calebe Pereira;22/01/19;1;N
7016;Marina Vieira;19/01/19;2;N
7017;Ana Beatriz Moraes;04/01/19;3;S
7018;Lucas Santos;25/01/19;5;N
7019;Cauã Rezende;11/01/19;6;N
7020;Maria Clara Cardoso;29/01/19;3;N
7021;Dr. Danilo Gomes;02/01/19;2;S
7022;Leandro Barros;31/01/19;2;N
7023;Pedro Lucas Moraes;17/01/19;1;S
7024;Laís das Neves;19/01/19;2;N
7025;Luna Almeida;22/01/19;2;S
7026;Bryan Moraes;31/01/19;3;N
7027;Ana Carolina Ribeiro;14/01/19;5;N
7028;Natália Pires;29/01/19;4;S
7029;Raul da Paz;30/01/19;4;S
7030;Ana Clara Almeida;16/01/19;3;N
7031;Marcelo Ramos;26/01/19;4;N
7032;Carolina Duarte;23/01/19;4;S
7033;Luiz Otávio Pinto;07/01/19;6;S
7034;Emanuelly Ramos;27/01/19;4;S
7035;Emanuella da Mata;31/01/19;4;S
7036;Pedro Henrique Cardoso;16/01/19;3;S
7037;Ana Clara Barros;23/01/19;4;S
7038;Vitor Hugo Campos;09/01/19;6;S
7039;Lara Rodrigues;02/01/19;6;N
7040;Raul Freitas;01/01/19;5;N
7041;Clara Campos;19/01/19;3;S
7042;Esther Lopes;18/01/19;6;N
7043;Clarice Martins;06/01/19;2;S
7044;Alícia Rocha;17/01/19;1;S
7045;Ana Carolina Moura;10/01/19;2;S
7046;Dra. Olivia da Cruz;02/01/19;3;N
7047;João Gabriel Alves;29/01/19;5;N
7048;Benício Duarte;25/01/19;3;S
7049;Levi da Mata;16/01/19;1;N
7050;Calebe Santos;10/01/19;5;S
7051;Lucas Moraes;22/01/19;2;S
7052;Bárbara das Neves;27/01/19;5;S
7053;Dr. Henrique Alves;20/01/19;1;S
7054;Eduarda Costa;18/01/19;4;N
7055;Vitor Rocha;07/01/19;6;N
7056;Gustavo Henrique Pereira;31/01/19;5;N
7057;Isabel Ramos;30/01/19;6;N
7058;Alícia da Paz;29/01/19;1;N
7059;Stella Oliveira;21/01/19;4;S
7060;Dra. Laura da Mata;02/01/19;4;N
7061;Fernanda Novaes;03/01/19;2;N
7062;Evelyn Oliveira;07/01/19;3;S
7063;Yasmin Costela;07/01/19;3;S
7064;Bruna Sales;31/01/19;5;N
7065;Dr. Benjamin das Neves;05/01/19;2;S
7066;Luna Pinto;18/01/19;3;N
7067;Gabriela Campos;16/01/19;4;N
7068;Bianca Vieira;10/01/19;6;S
7069;Daniel Alves;14/01/19;5;S
7070;Miguel Lima;19/01/19;4;S
7071;Elisa Duarte;25/01/19;3;N
7072;Enzo Dias;26/01/19;3;S
7073;Joaquim Ribeiro;10/01/19;2;N
7074;Dr. Bryan Monteiro;13/01/19;6;N
7075;Dr. Gabriel Cunha;23/01/19;2;N
7076;Isabella Jesus;17/01/19;6;N
7077;Pedro Henrique Cardoso;05/01/19;3;N
7078;Nina Pires;21/01/19;2;S
7079;Carlos Eduardo Correia;21/01/19;4;N
7080;Yago Porto;06/01/19;4;S
7081;Juan Duarte;15/01/19;4;S
7082;Larissa Peixoto;25/01/19;4;N
7083;Rodrigo Viana;12/01/19;2;N
7084;Marcela Araújo;22/01/19;1;S
7085;Dra. Juliana das Neves;14/01/19;3;N
7086;Luiz Fernando da Luz;25/01/19;3;S
7087;Luiz Miguel Carvalho;28/01/19;1;S
7088;João Gabriel da Mota;23/01/19;2;S
7089;Alexandre Ribeiro;23/01/19;5;S
7090;Júlia Moreira;09/01/19;5;S
7091;Pedro Silva;24/01/19;1;N
7092;Luiz Fernando Pires;10/01/19;4;S
7093;Luiz Gustavo da Cunha;31/01/19;3;S
7094;Davi Lucca Nunes;24/01/19;5;S
7095;Gustavo Dias;17/01/19;2;N
7096;Dra. Ana Beatriz Pires;29/01/19;6;N
7097;Eloah da Cruz;06/01/19;2;S
7098;Stephany Peixoto;04/01/19;5;N
7099;Daniel Souza;09/01/19;3;N
7100;Helena Rodrigues;11/01/19;1;S
7101;Isabel Gomes;15/01/19;5;S
7102;Maitê Gomes;10/01/19;3;N
7103;Isabelly Martins;09/01/19;5;S
7104;Lucas Gabriel Costa;25/01/19;3;N
7105;Thales Moraes;11/01/19;3;S
7106;Dr. Guilherme Santos;08/01/19;2;N
7107;Sabrina Martins;27/01/19;6;N
7108;Maria Vitória da Mota;20/01/19;2;S
7109;Isabella Moura;20/01/19;5;N
7110;Ana Júlia Teixeira;22/01/19;3;N
7111;Alexia Araújo;19/01/19;3;N
7112;Enzo Barbosa;18/01/19;1;N
7113;Luiz Fernando Moreira;02/01/19;4;N
7114;Dr. Enrico Costela;03/01/19;1;S
7115;Thomas da Costa;31/01/19;6;S
7116;Marcos Vinicius Pires;27/01/19;2;N
7117;Maria Eduarda Souza;13/01/19;1;S
7118;Juan Mendes;07/01/19;3;S
7119;Samuel Fogaça;23/01/19;5;N
7120;Murilo Nogueira;08/01/19;4;S
7121;Carlos Eduardo Nascimento;19/01/19;3;S
7122;Lorenzo Fogaça;14/01/19;5;N
7123;Kevin Castro;24/01/19;2;S
7124;Gabriela da Cruz;25/01/19;1;S
7125;Enrico da Rosa;09/01/19;6;N
7126;Dra. Joana Ferreira;07/01/19;5;N
7127;Júlia Dias;10/01/19;1;N
7128;Eduarda Ferreira;21/01/19;5;N
7129;Rodrigo Almeida;05/01/19;4;N
7130;Maria Sophia Ferreira;16/01/19;6;S
7131;Vicente Rocha;15/01/19;4;S
7132;Laís Vieira;24/01/19;3;N
7133;Eduardo Viana;23/01/19;3;S
7134;Diogo Oliveira;15/01/19;6;N
7135;Dra. Carolina da Conceição;10/01/19;1;N
7136;Ana Laura Oliveira;18/01/19;6;N
7137;Ana Clara Araújo;23/01/19;2;N
7138;Rebeca Nascimento;22/01/19;2;N
7139;Cecília Lima;05/01/19;6;S
7140;Olivia Rocha;23/01/19;1;S
